Tag,VR,Keyword
"(0400,0005)",US,MACIDNumber
"(0400,0010)",UI,MACCalculationTransferSyntaxUID
"(0400,0015)",CS,MACAlgorithm
"(0400,0020)",AT,DataElementsSigned
"(0400,0100)",UI,DigitalSignatureUID
"(0400,0105)",DT,DigitalSignatureDateTime
"(0400,0110)",CS,CertificateType
"(0400,0115)",OB,CertificateOfSigner
"(0400,0120)",OB,Signature
"(0400,0305)",CS,CertifiedTimestampType
"(0400,0310)",OB,CertifiedTimestamp
"(0400,0315)",FL,
"(0400,0401)",SQ,DigitalSignaturePurposeCodeSequence
"(0400,0402)",SQ,ReferencedDigitalSignatureSequence
"(0400,0403)",SQ,ReferencedSOPInstanceMACSequence
"(0400,0404)",OB,MAC
"(0400,0500)",SQ,EncryptedAttributesSequence
"(0400,0510)",UI,EncryptedContentTransferSyntaxUID
"(0400,0520)",OB,EncryptedContent
"(0400,0550)",SQ,ModifiedAttributesSequence
"(0400,0551)",SQ,NonconformingModifiedAttributesSequence
"(0400,0552)",OB,NonconformingDataElementValue
"(0400,0561)",SQ,OriginalAttributesSequence
"(0400,0562)",DT,AttributeModificationDateTime
"(0400,0563)",LO,ModifyingSystem
"(0400,0564)",LO,SourceOfPreviousValues
"(0400,0565)",CS,ReasonForTheAttributeModification
"(0400,0600)",CS,InstanceOriginStatus
"(2000,0010)",IS,NumberOfCopies
"(2000,001E)",SQ,PrinterConfigurationSequence
"(2000,0020)",CS,PrintPriority
"(2000,0030)",CS,MediumType
"(2000,0040)",CS,FilmDestination
"(2000,0050)",LO,FilmSessionLabel
"(2000,0060)",IS,MemoryAllocation
"(2000,0061)",IS,MaximumMemoryAllocation
"(2000,0062)",CS,ColorImagePrintingFlag
"(2000,0063)",CS,CollationFlag
"(2000,0065)",CS,AnnotationFlag
"(2000,0067)",CS,ImageOverlayFlag
"(2000,0069)",CS,PresentationLUTFlag
"(2000,006A)",CS,ImageBoxPresentationLUTFlag
"(2000,00A0)",US,MemoryBitDepth
"(2000,00A1)",US,PrintingBitDepth
"(2000,00A2)",SQ,MediaInstalledSequence
"(2000,00A4)",SQ,OtherMediaAvailableSequence
"(2000,00A8)",SQ,SupportedImageDisplayFormatsSequence
"(2000,0500)",SQ,ReferencedFilmBoxSequence
"(2000,0510)",SQ,ReferencedStoredPrintSequence
"(2010,0010)",ST,ImageDisplayFormat
"(2010,0030)",CS,AnnotationDisplayFormatID
"(2010,0040)",CS,FilmOrientation
"(2010,0050)",CS,FilmSizeID
"(2010,0052)",CS,PrinterResolutionID
"(2010,0054)",CS,DefaultPrinterResolutionID
"(2010,0060)",CS,MagnificationType
"(2010,0080)",CS,SmoothingType
"(2010,00A6)",CS,DefaultMagnificationType
"(2010,00A7)",CS,OtherMagnificationTypesAvailable
"(2010,00A8)",CS,DefaultSmoothingType
"(2010,00A9)",CS,OtherSmoothingTypesAvailable
"(2010,0100)",CS,BorderDensity
"(2010,0110)",CS,EmptyImageDensity
"(2010,0120)",US,MinDensity
"(2010,0130)",US,MaxDensity
"(2010,0140)",CS,Trim
"(2010,0150)",ST,ConfigurationInformation
"(2010,0152)",LT,ConfigurationInformationDescription
"(2010,0154)",IS,MaximumCollatedFilms
"(2010,015E)",US,Illumination
"(2010,0160)",US,ReflectedAmbientLight
"(2010,0376)",DS,PrinterPixelSpacing
"(2010,0500)",SQ,ReferencedFilmSessionSequence
"(2010,0510)",SQ,ReferencedImageBoxSequence
"(2010,0520)",SQ,ReferencedBasicAnnotationBoxSequence
"(2020,0010)",US,ImageBoxPosition
"(2020,0020)",CS,Polarity
"(2020,0030)",DS,RequestedImageSize
"(2020,0040)",CS,RequestedDecimateCropBehavior
"(2020,0050)",CS,RequestedResolutionID
"(2020,00A0)",CS,RequestedImageSizeFlag
"(2020,00A2)",CS,DecimateCropResult
"(2020,0110)",SQ,BasicGrayscaleImageSequence
"(2020,0111)",SQ,BasicColorImageSequence
"(2020,0130)",SQ,ReferencedImageOverlayBoxSequence
"(2020,0140)",SQ,ReferencedVOILUTBoxSequence
"(2030,0010)",US,AnnotationPosition
"(2030,0020)",LO,TextString
"(2040,0010)",SQ,ReferencedOverlayPlaneSequence
"(2040,0011)",US,ReferencedOverlayPlaneGroups
"(2040,0020)",SQ,OverlayPixelDataSequence
"(2040,0060)",CS,OverlayMagnificationType
"(2040,0070)",CS,OverlaySmoothingType
"(2040,0072)",CS,OverlayOrImageMagnification
"(2040,0074)",US,MagnifyToNumberOfColumns
"(2040,0080)",CS,OverlayForegroundDensity
"(2040,0082)",CS,OverlayBackgroundDensity
"(2040,0090)",CS,OverlayMode
"(2040,0100)",CS,ThresholdDensity
"(2040,0500)",SQ,ReferencedImageBoxSequenceRetired
"(2050,0010)",SQ,PresentationLUTSequence
"(2050,0020)",CS,PresentationLUTShape
"(2050,0500)",SQ,ReferencedPresentationLUTSequence
"(2100,0010)",SH,PrintJobID
"(2100,0020)",CS,ExecutionStatus
"(2100,0030)",CS,ExecutionStatusInfo
"(2100,0040)",DA,CreationDate
"(2100,0050)",TM,CreationTime
"(2100,0070)",AE,Originator
"(2100,0140)",AE,DestinationAE
"(2100,0160)",SH,OwnerID
"(2100,0170)",IS,NumberOfFilms
"(2100,0500)",SQ,ReferencedPrintJobSequencePullStoredPrint
"(2110,0010)",CS,PrinterStatus
"(2110,0020)",CS,PrinterStatusInfo
"(2110,0030)",LO,PrinterName
"(2110,0099)",SH,PrintQueueID
"(2120,0010)",CS,QueueStatus
"(2120,0050)",SQ,PrintJobDescriptionSequence
"(2120,0070)",SQ,ReferencedPrintJobSequence
"(2130,0010)",SQ,PrintManagementCapabilitiesSequence
"(2130,0015)",SQ,PrinterCharacteristicsSequence
"(2130,0030)",SQ,FilmBoxContentSequence
"(2130,0040)",SQ,ImageBoxContentSequence
"(2130,0050)",SQ,AnnotationContentSequence
"(2130,0060)",SQ,ImageOverlayBoxContentSequence
"(2130,0080)",SQ,PresentationLUTContentSequence
"(2130,00A0)",SQ,ProposedStudySequence
"(2130,00C0)",SQ,OriginalImageSequence
"(2200,0001)",CS,LabelUsingInformationExtractedFromInstances
"(2200,0002)",UT,LabelText
"(2200,0003)",CS,LabelStyleSelection
"(2200,0004)",LT,MediaDisposition
"(2200,0005)",LT,BarcodeValue
"(2200,0006)",CS,BarcodeSymbology
"(2200,0007)",CS,AllowMediaSplitting
"(2200,0008)",CS,IncludeNonDICOMObjects
"(2200,0009)",CS,IncludeDisplayApplication
"(2200,000A)",CS,PreserveCompositeInstancesAfterMediaCreation
"(2200,000B)",US,TotalNumberOfPiecesOfMediaCreated
"(2200,000C)",LO,RequestedMediaApplicationProfile
"(2200,000D)",SQ,ReferencedStorageMediaSequence
"(2200,000E)",AT,FailureAttributes
"(2200,000F)",CS,AllowLossyCompression
"(2200,0020)",CS,RequestPriority
"(3002,0002)",SH,RTImageLabel
"(3002,0003)",LO,RTImageName
"(3002,0004)",ST,RTImageDescription
"(3002,000A)",CS,ReportedValuesOrigin
"(3002,000C)",CS,RTImagePlane
"(3002,000D)",DS,XRayImageReceptorTranslation
"(3002,000E)",DS,XRayImageReceptorAngle
"(3002,0010)",DS,RTImageOrientation
"(3002,0011)",DS,ImagePlanePixelSpacing
"(3002,0012)",DS,RTImagePosition
"(3002,0020)",SH,RadiationMachineName
"(3002,0022)",DS,RadiationMachineSAD
"(3002,0024)",DS,RadiationMachineSSD
"(3002,0026)",DS,RTImageSID
"(3002,0028)",DS,SourceToReferenceObjectDistance
"(3002,0029)",IS,FractionNumber
"(3002,0030)",SQ,ExposureSequence
"(3002,0032)",DS,MetersetExposure
"(3002,0034)",DS,DiaphragmPosition
"(3002,0040)",SQ,FluenceMapSequence
"(3002,0041)",CS,FluenceDataSource
"(3002,0042)",DS,FluenceDataScale
"(3002,0050)",SQ,PrimaryFluenceModeSequence
"(3002,0051)",CS,FluenceMode
"(3002,0052)",SH,FluenceModeID
"(3004,0001)",CS,DVHType
"(3004,0002)",CS,DoseUnits
"(3004,0004)",CS,DoseType
"(3004,0005)",CS,SpatialTransformOfDose
"(3004,0006)",LO,DoseComment
"(3004,0008)",DS,NormalizationPoint
"(3004,000A)",CS,DoseSummationType
"(3004,000C)",DS,GridFrameOffsetVector
"(3004,000E)",DS,DoseGridScaling
"(3004,0010)",SQ,RTDoseROISequence
"(3004,0012)",DS,DoseValue
"(3004,0014)",CS,TissueHeterogeneityCorrection
"(3004,0040)",DS,DVHNormalizationPoint
"(3004,0042)",DS,DVHNormalizationDoseValue
"(3004,0050)",SQ,DVHSequence
"(3004,0052)",DS,DVHDoseScaling
"(3004,0054)",CS,DVHVolumeUnits
"(3004,0056)",IS,DVHNumberOfBins
"(3004,0058)",DS,DVHData
"(3004,0060)",SQ,DVHReferencedROISequence
"(3004,0062)",CS,DVHROIContributionType
"(3004,0070)",DS,DVHMinimumDose
"(3004,0072)",DS,DVHMaximumDose
"(3004,0074)",DS,DVHMeanDose
"(3006,0002)",SH,StructureSetLabel
"(3006,0004)",LO,StructureSetName
"(3006,0006)",ST,StructureSetDescription
"(3006,0008)",DA,StructureSetDate
"(3006,0009)",TM,StructureSetTime
"(3006,0010)",SQ,ReferencedFrameOfReferenceSequence
"(3006,0012)",SQ,RTReferencedStudySequence
"(3006,0014)",SQ,RTReferencedSeriesSequence
"(3006,0016)",SQ,ContourImageSequence
"(3006,0018)",SQ,PredecessorStructureSetSequence
"(3006,0020)",SQ,StructureSetROISequence
"(3006,0022)",IS,ROINumber
"(3006,0024)",UI,ReferencedFrameOfReferenceUID
"(3006,0026)",LO,ROIName
"(3006,0028)",ST,ROIDescription
"(3006,002A)",IS,ROIDisplayColor
"(3006,002C)",DS,ROIVolume
"(3006,0030)",SQ,RTRelatedROISequence
"(3006,0033)",CS,RTROIRelationship
"(3006,0036)",CS,ROIGenerationAlgorithm
"(3006,0037)",SQ,ROIDerivationAlgorithmIdentificationSequence
"(3006,0038)",LO,ROIGenerationDescription
"(3006,0039)",SQ,ROIContourSequence
"(3006,0040)",SQ,ContourSequence
"(3006,0042)",CS,ContourGeometricType
"(3006,0044)",DS,ContourSlabThickness
"(3006,0045)",DS,ContourOffsetVector
"(3006,0046)",IS,NumberOfContourPoints
"(3006,0048)",IS,ContourNumber
"(3006,0049)",IS,AttachedContours
"(3006,0050)",DS,ContourData
"(3006,0080)",SQ,RTROIObservationsSequence
"(3006,0082)",IS,ObservationNumber
"(3006,0084)",IS,ReferencedROINumber
"(3006,0085)",SH,ROIObservationLabel
"(3006,0086)",SQ,RTROIIdentificationCodeSequence
"(3006,0088)",ST,ROIObservationDescription
"(3006,00A0)",SQ,RelatedRTROIObservationsSequence
"(3006,00A4)",CS,RTROIInterpretedType
"(3006,00A6)",PN,ROIInterpreter
"(3006,00B0)",SQ,ROIPhysicalPropertiesSequence
"(3006,00B2)",CS,ROIPhysicalProperty
"(3006,00B4)",DS,ROIPhysicalPropertyValue
"(3006,00B6)",SQ,ROIElementalCompositionSequence
"(3006,00B7)",US,ROIElementalCompositionAtomicNumber
"(3006,00B8)",FL,ROIElementalCompositionAtomicMassFraction
"(3006,00B9)",SQ,AdditionalRTROIIdentificationCodeSequence
"(3006,00C0)",SQ,FrameOfReferenceRelationshipSequence
"(3006,00C2)",UI,RelatedFrameOfReferenceUID
"(3006,00C4)",CS,FrameOfReferenceTransformationType
"(3006,00C6)",DS,FrameOfReferenceTransformationMatrix
"(3006,00C8)",LO,FrameOfReferenceTransformationComment
"(3006,00C9)",SQ,PatientLocationCoordinatesSequence
"(3006,00CA)",SQ,PatientLocationCoordinatesCodeSequence
"(3006,00CB)",SQ,PatientSupportPositionSequence
"(3008,0010)",SQ,MeasuredDoseReferenceSequence
"(3008,0012)",ST,MeasuredDoseDescription
"(3008,0014)",CS,MeasuredDoseType
"(3008,0016)",DS,MeasuredDoseValue
"(3008,0020)",SQ,TreatmentSessionBeamSequence
"(3008,0021)",SQ,TreatmentSessionIonBeamSequence
"(3008,0022)",IS,CurrentFractionNumber
"(3008,0024)",DA,TreatmentControlPointDate
"(3008,0025)",TM,TreatmentControlPointTime
"(3008,002A)",CS,TreatmentTerminationStatus
"(3008,002B)",SH,TreatmentTerminationCode
"(3008,002C)",CS,TreatmentVerificationStatus
"(3008,0030)",SQ,ReferencedTreatmentRecordSequence
"(3008,0032)",DS,SpecifiedPrimaryMeterset
"(3008,0033)",DS,SpecifiedSecondaryMeterset
"(3008,0036)",DS,DeliveredPrimaryMeterset
"(3008,0037)",DS,DeliveredSecondaryMeterset
"(3008,003A)",DS,SpecifiedTreatmentTime
"(3008,003B)",DS,DeliveredTreatmentTime
"(3008,0040)",SQ,ControlPointDeliverySequence
"(3008,0041)",SQ,IonControlPointDeliverySequence
"(3008,0042)",DS,SpecifiedMeterset
"(3008,0044)",DS,DeliveredMeterset
"(3008,0045)",FL,MetersetRateSet
"(3008,0046)",FL,MetersetRateDelivered
"(3008,0047)",FL,ScanSpotMetersetsDelivered
"(3008,0048)",DS,DoseRateDelivered
"(3008,0050)",SQ,TreatmentSummaryCalculatedDoseReferenceSequence
"(3008,0052)",DS,CumulativeDoseToDoseReference
"(3008,0054)",DA,FirstTreatmentDate
"(3008,0056)",DA,MostRecentTreatmentDate
"(3008,005A)",IS,NumberOfFractionsDelivered
"(3008,0060)",SQ,OverrideSequence
"(3008,0061)",AT,ParameterSequencePointer
"(3008,0062)",AT,OverrideParameterPointer
"(3008,0063)",IS,ParameterItemIndex
"(3008,0064)",IS,MeasuredDoseReferenceNumber
"(3008,0065)",AT,ParameterPointer
"(3008,0066)",ST,OverrideReason
"(3008,0067)",US,ParameterValueNumber
"(3008,0068)",SQ,CorrectedParameterSequence
"(3008,006A)",FL,CorrectionValue
"(3008,0070)",SQ,CalculatedDoseReferenceSequence
"(3008,0072)",IS,CalculatedDoseReferenceNumber
"(3008,0074)",ST,CalculatedDoseReferenceDescription
"(3008,0076)",DS,CalculatedDoseReferenceDoseValue
"(3008,0078)",DS,StartMeterset
"(3008,007A)",DS,EndMeterset
"(3008,0080)",SQ,ReferencedMeasuredDoseReferenceSequence
"(3008,0082)",IS,ReferencedMeasuredDoseReferenceNumber
"(3008,0090)",SQ,ReferencedCalculatedDoseReferenceSequence
"(3008,0092)",IS,ReferencedCalculatedDoseReferenceNumber
"(3008,00A0)",SQ,BeamLimitingDeviceLeafPairsSequence
"(3008,00B0)",SQ,RecordedWedgeSequence
"(3008,00C0)",SQ,RecordedCompensatorSequence
"(3008,00D0)",SQ,RecordedBlockSequence
"(3008,00E0)",SQ,TreatmentSummaryMeasuredDoseReferenceSequence
"(3008,00F0)",SQ,RecordedSnoutSequence
"(3008,00F2)",SQ,RecordedRangeShifterSequence
"(3008,00F4)",SQ,RecordedLateralSpreadingDeviceSequence
"(3008,00F6)",SQ,RecordedRangeModulatorSequence
"(3008,0100)",SQ,RecordedSourceSequence
"(3008,0105)",LO,SourceSerialNumber
"(3008,0110)",SQ,TreatmentSessionApplicationSetupSequence
"(3008,0116)",CS,ApplicationSetupCheck
"(3008,0120)",SQ,RecordedBrachyAccessoryDeviceSequence
"(3008,0122)",IS,ReferencedBrachyAccessoryDeviceNumber
"(3008,0130)",SQ,RecordedChannelSequence
"(3008,0132)",DS,SpecifiedChannelTotalTime
"(3008,0134)",DS,DeliveredChannelTotalTime
"(3008,0136)",IS,SpecifiedNumberOfPulses
"(3008,0138)",IS,DeliveredNumberOfPulses
"(3008,013A)",DS,SpecifiedPulseRepetitionInterval
"(3008,013C)",DS,DeliveredPulseRepetitionInterval
"(3008,0140)",SQ,RecordedSourceApplicatorSequence
"(3008,0142)",IS,ReferencedSourceApplicatorNumber
"(3008,0150)",SQ,RecordedChannelShieldSequence
"(3008,0152)",IS,ReferencedChannelShieldNumber
"(3008,0160)",SQ,BrachyControlPointDeliveredSequence
"(3008,0162)",DA,SafePositionExitDate
"(3008,0164)",TM,SafePositionExitTime
"(3008,0166)",DA,SafePositionReturnDate
"(3008,0168)",TM,SafePositionReturnTime
"(3008,0171)",SQ,PulseSpecificBrachyControlPointDeliveredSequence
"(3008,0172)",US,PulseNumber
"(3008,0173)",SQ,BrachyPulseControlPointDeliveredSequence
"(3008,0200)",CS,CurrentTreatmentStatus
"(3008,0202)",ST,TreatmentStatusComment
"(3008,0220)",SQ,FractionGroupSummarySequence
"(3008,0223)",IS,ReferencedFractionNumber
"(3008,0224)",CS,FractionGroupType
"(3008,0230)",CS,BeamStopperPosition
"(3008,0240)",SQ,FractionStatusSummarySequence
"(3008,0250)",DA,TreatmentDate
"(3008,0251)",TM,TreatmentTime
"(300A,0002)",SH,RTPlanLabel
"(300A,0003)",LO,RTPlanName
"(300A,0004)",ST,RTPlanDescription
"(300A,0006)",DA,RTPlanDate
"(300A,0007)",TM,RTPlanTime
"(300A,0009)",LO,TreatmentProtocols
"(300A,000A)",CS,PlanIntent
"(300A,000B)",LO,TreatmentSites
"(300A,000C)",CS,RTPlanGeometry
"(300A,000E)",ST,PrescriptionDescription
"(300A,0010)",SQ,DoseReferenceSequence
"(300A,0012)",IS,DoseReferenceNumber
"(300A,0013)",UI,DoseReferenceUID
"(300A,0014)",CS,DoseReferenceStructureType
"(300A,0015)",CS,NominalBeamEnergyUnit
"(300A,0016)",LO,DoseReferenceDescription
"(300A,0018)",DS,DoseReferencePointCoordinates
"(300A,001A)",DS,NominalPriorDose
"(300A,0020)",CS,DoseReferenceType
"(300A,0021)",DS,ConstraintWeight
"(300A,0022)",DS,DeliveryWarningDose
"(300A,0023)",DS,DeliveryMaximumDose
"(300A,0025)",DS,TargetMinimumDose
"(300A,0026)",DS,TargetPrescriptionDose
"(300A,0027)",DS,TargetMaximumDose
"(300A,0028)",DS,TargetUnderdoseVolumeFraction
"(300A,002A)",DS,OrganAtRiskFullVolumeDose
"(300A,002B)",DS,OrganAtRiskLimitDose
"(300A,002C)",DS,OrganAtRiskMaximumDose
"(300A,002D)",DS,OrganAtRiskOverdoseVolumeFraction
"(300A,0040)",SQ,ToleranceTableSequence
"(300A,0042)",IS,ToleranceTableNumber
"(300A,0043)",SH,ToleranceTableLabel
"(300A,0044)",DS,GantryAngleTolerance
"(300A,0046)",DS,BeamLimitingDeviceAngleTolerance
"(300A,0048)",SQ,BeamLimitingDeviceToleranceSequence
"(300A,004A)",DS,BeamLimitingDevicePositionTolerance
"(300A,004B)",FL,SnoutPositionTolerance
"(300A,004C)",DS,PatientSupportAngleTolerance
"(300A,004E)",DS,TableTopEccentricAngleTolerance
"(300A,004F)",FL,TableTopPitchAngleTolerance
"(300A,0050)",FL,TableTopRollAngleTolerance
"(300A,0051)",DS,TableTopVerticalPositionTolerance
"(300A,0052)",DS,TableTopLongitudinalPositionTolerance
"(300A,0053)",DS,TableTopLateralPositionTolerance
"(300A,0055)",CS,RTPlanRelationship
"(300A,0070)",SQ,FractionGroupSequence
"(300A,0071)",IS,FractionGroupNumber
"(300A,0072)",LO,FractionGroupDescription
"(300A,0078)",IS,NumberOfFractionsPlanned
"(300A,0079)",IS,NumberOfFractionPatternDigitsPerDay
"(300A,007A)",IS,RepeatFractionCycleLength
"(300A,007B)",LT,FractionPattern
"(300A,0080)",IS,NumberOfBeams
"(300A,0082)",DS,BeamDoseSpecificationPoint
"(300A,0083)",UI,ReferencedDoseReferenceUID
"(300A,0084)",DS,BeamDose
"(300A,0086)",DS,BeamMeterset
"(300A,0088)",FL,BeamDosePointDepth
"(300A,0089)",FL,BeamDosePointEquivalentDepth
"(300A,008A)",FL,BeamDosePointSSD
"(300A,008B)",CS,BeamDoseMeaning
"(300A,008C)",SQ,BeamDoseVerificationControlPointSequence
"(300A,008D)",FL,AverageBeamDosePointDepth
"(300A,008E)",FL,AverageBeamDosePointEquivalentDepth
"(300A,008F)",FL,AverageBeamDosePointSSD
"(300A,0090)",CS,BeamDoseType
"(300A,0091)",DS,AlternateBeamDose
"(300A,0092)",CS,AlternateBeamDoseType
"(300A,0093)",CS,DepthValueAveragingFlag
"(300A,0094)",DS,BeamDosePointSourceToExternalContourDistance
"(300A,00A0)",IS,NumberOfBrachyApplicationSetups
"(300A,00A2)",DS,BrachyApplicationSetupDoseSpecificationPoint
"(300A,00A4)",DS,BrachyApplicationSetupDose
"(300A,00B0)",SQ,BeamSequence
"(300A,00B2)",SH,TreatmentMachineName
"(300A,00B3)",CS,PrimaryDosimeterUnit
"(300A,00B4)",DS,SourceAxisDistance
"(300A,00B6)",SQ,BeamLimitingDeviceSequence
"(300A,00B8)",CS,RTBeamLimitingDeviceType
"(300A,00BA)",DS,SourceToBeamLimitingDeviceDistance
"(300A,00BB)",FL,IsocenterToBeamLimitingDeviceDistance
"(300A,00BC)",IS,NumberOfLeafJawPairs
"(300A,00BE)",DS,LeafPositionBoundaries
"(300A,00C0)",IS,BeamNumber
"(300A,00C2)",LO,BeamName
"(300A,00C3)",ST,BeamDescription
"(300A,00C4)",CS,BeamType
"(300A,00C5)",FD,BeamDeliveryDurationLimit
"(300A,00C6)",CS,RadiationType
"(300A,00C7)",CS,HighDoseTechniqueType
"(300A,00C8)",IS,ReferenceImageNumber
"(300A,00CA)",SQ,PlannedVerificationImageSequence
"(300A,00CC)",LO,ImagingDeviceSpecificAcquisitionParameters
"(300A,00CE)",CS,TreatmentDeliveryType
"(300A,00D0)",IS,NumberOfWedges
"(300A,00D1)",SQ,WedgeSequence
"(300A,00D2)",IS,WedgeNumber
"(300A,00D3)",CS,WedgeType
"(300A,00D4)",SH,WedgeID
"(300A,00D5)",IS,WedgeAngle
"(300A,00D6)",DS,WedgeFactor
"(300A,00D7)",FL,TotalWedgeTrayWaterEquivalentThickness
"(300A,00D8)",DS,WedgeOrientation
"(300A,00D9)",FL,IsocenterToWedgeTrayDistance
"(300A,00DA)",DS,SourceToWedgeTrayDistance
"(300A,00DB)",FL,WedgeThinEdgePosition
"(300A,00DC)",SH,BolusID
"(300A,00DD)",ST,BolusDescription
"(300A,00DE)",DS,EffectiveWedgeAngle
"(300A,00E0)",IS,NumberOfCompensators
"(300A,00E1)",SH,MaterialID
"(300A,00E2)",DS,TotalCompensatorTrayFactor
"(300A,00E3)",SQ,CompensatorSequence
"(300A,00E4)",IS,CompensatorNumber
"(300A,00E5)",SH,CompensatorID
"(300A,00E6)",DS,SourceToCompensatorTrayDistance
"(300A,00E7)",IS,CompensatorRows
"(300A,00E8)",IS,CompensatorColumns
"(300A,00E9)",DS,CompensatorPixelSpacing
"(300A,00EA)",DS,CompensatorPosition
"(300A,00EB)",DS,CompensatorTransmissionData
"(300A,00EC)",DS,CompensatorThicknessData
"(300A,00ED)",IS,NumberOfBoli
"(300A,00EE)",CS,CompensatorType
"(300A,00EF)",SH,CompensatorTrayID
"(300A,00F0)",IS,NumberOfBlocks
"(300A,00F2)",DS,TotalBlockTrayFactor
"(300A,00F3)",FL,TotalBlockTrayWaterEquivalentThickness
"(300A,00F4)",SQ,BlockSequence
"(300A,00F5)",SH,BlockTrayID
"(300A,00F6)",DS,SourceToBlockTrayDistance
"(300A,00F7)",FL,IsocenterToBlockTrayDistance
"(300A,00F8)",CS,BlockType
"(300A,00F9)",LO,AccessoryCode
"(300A,00FA)",CS,BlockDivergence
"(300A,00FB)",CS,BlockMountingPosition
"(300A,00FC)",IS,BlockNumber
"(300A,00FE)",LO,BlockName
"(300A,0100)",DS,BlockThickness
"(300A,0102)",DS,BlockTransmission
"(300A,0104)",IS,BlockNumberOfPoints
"(300A,0106)",DS,BlockData
"(300A,0107)",SQ,ApplicatorSequence
"(300A,0108)",SH,ApplicatorID
"(300A,0109)",CS,ApplicatorType
"(300A,010A)",LO,ApplicatorDescription
"(300A,010C)",DS,CumulativeDoseReferenceCoefficient
"(300A,010E)",DS,FinalCumulativeMetersetWeight
"(300A,0110)",IS,NumberOfControlPoints
"(300A,0111)",SQ,ControlPointSequence
"(300A,0112)",IS,ControlPointIndex
"(300A,0114)",DS,NominalBeamEnergy
"(300A,0115)",DS,DoseRateSet
"(300A,0116)",SQ,WedgePositionSequence
"(300A,0118)",CS,WedgePosition
"(300A,011A)",SQ,BeamLimitingDevicePositionSequence
"(300A,011C)",DS,LeafJawPositions
"(300A,011E)",DS,GantryAngle
"(300A,011F)",CS,GantryRotationDirection
"(300A,0120)",DS,BeamLimitingDeviceAngle
"(300A,0121)",CS,BeamLimitingDeviceRotationDirection
"(300A,0122)",DS,PatientSupportAngle
"(300A,0123)",CS,PatientSupportRotationDirection
"(300A,0124)",DS,TableTopEccentricAxisDistance
"(300A,0125)",DS,TableTopEccentricAngle
"(300A,0126)",CS,TableTopEccentricRotationDirection
"(300A,0128)",DS,TableTopVerticalPosition
"(300A,0129)",DS,TableTopLongitudinalPosition
"(300A,012A)",DS,TableTopLateralPosition
"(300A,012C)",DS,IsocenterPosition
"(300A,012E)",DS,SurfaceEntryPoint
"(300A,0130)",DS,SourceToSurfaceDistance
"(300A,0131)",FL,AverageBeamDosePointSourceToExternalContourDistance
"(300A,0132)",FL,SourceToExternalContourDistance
"(300A,0133)",FL,ExternalContourEntryPoint
"(300A,0134)",DS,CumulativeMetersetWeight
"(300A,0140)",FL,TableTopPitchAngle
"(300A,0142)",CS,TableTopPitchRotationDirection
"(300A,0144)",FL,TableTopRollAngle
"(300A,0146)",CS,TableTopRollRotationDirection
"(300A,0148)",FL,HeadFixationAngle
"(300A,014A)",FL,GantryPitchAngle
"(300A,014C)",CS,GantryPitchRotationDirection
"(300A,014E)",FL,GantryPitchAngleTolerance
"(300A,0150)",CS,FixationEye
"(300A,0151)",DS,ChairHeadFramePosition
"(300A,0152)",DS,HeadFixationAngleTolerance
"(300A,0153)",DS,ChairHeadFramePositionTolerance
"(300A,0154)",DS,FixationLightAzimuthalAngleTolerance
"(300A,0155)",DS,FixationLightPolarAngleTolerance
"(300A,0180)",SQ,PatientSetupSequence
"(300A,0182)",IS,PatientSetupNumber
"(300A,0183)",LO,PatientSetupLabel
"(300A,0184)",LO,PatientAdditionalPosition
"(300A,0190)",SQ,FixationDeviceSequence
"(300A,0192)",CS,FixationDeviceType
"(300A,0194)",SH,FixationDeviceLabel
"(300A,0196)",ST,FixationDeviceDescription
"(300A,0198)",SH,FixationDevicePosition
"(300A,0199)",FL,FixationDevicePitchAngle
"(300A,019A)",FL,FixationDeviceRollAngle
"(300A,01A0)",SQ,ShieldingDeviceSequence
"(300A,01A2)",CS,ShieldingDeviceType
"(300A,01A4)",SH,ShieldingDeviceLabel
"(300A,01A6)",ST,ShieldingDeviceDescription
"(300A,01A8)",SH,ShieldingDevicePosition
"(300A,01B0)",CS,SetupTechnique
"(300A,01B2)",ST,SetupTechniqueDescription
"(300A,01B4)",SQ,SetupDeviceSequence
"(300A,01B6)",CS,SetupDeviceType
"(300A,01B8)",SH,SetupDeviceLabel
"(300A,01BA)",ST,SetupDeviceDescription
"(300A,01BC)",DS,SetupDeviceParameter
"(300A,01D0)",ST,SetupReferenceDescription
"(300A,01D2)",DS,TableTopVerticalSetupDisplacement
"(300A,01D4)",DS,TableTopLongitudinalSetupDisplacement
"(300A,01D6)",DS,TableTopLateralSetupDisplacement
"(300A,0200)",CS,BrachyTreatmentTechnique
"(300A,0202)",CS,BrachyTreatmentType
"(300A,0206)",SQ,TreatmentMachineSequence
"(300A,0210)",SQ,SourceSequence
"(300A,0212)",IS,SourceNumber
"(300A,0214)",CS,SourceType
"(300A,0216)",LO,SourceManufacturer
"(300A,0218)",DS,ActiveSourceDiameter
"(300A,021A)",DS,ActiveSourceLength
"(300A,021B)",SH,SourceModelID
"(300A,021C)",LO,SourceDescription
"(300A,0222)",DS,SourceEncapsulationNominalThickness
"(300A,0224)",DS,SourceEncapsulationNominalTransmission
"(300A,0226)",LO,SourceIsotopeName
"(300A,0228)",DS,SourceIsotopeHalfLife
"(300A,0229)",CS,SourceStrengthUnits
